title,alt_title,type,description,genre,author,artist,rate,image,released
Kimi wa Yakamashi Tojite yo Kuchi wo,"You Talk Too Much, So Just Shut It Already!, You're Too Noisy!",Manga,Hragi Tsukino terlahir tuli Ketika dia pindah ke sekolah baru dia bertemu dengan seorang anak lakilaki yang cerewet bernama Enomoto Taiy Tsukino sedikit kaget dengan Taiy yang berbicara dengannya tanpa mempedulikan fakta bahwa dia tidak bisa mendengar,"Comedy, Romance, School life, Slice of Life",Shunpei Morita,-,7.0,https://westmanga.fun/wp-content/uploads/2023/01/Kimi-wa-Yakamashi-Tojite-yo-Kuchi-wo-209x300.jpg,-
Kimi wa Nina Janai,"Kamu Bukan Nina, きみは、ニーナじゃない",Manga,Aoba seorang pria yang trauma karena patah hati takut akan interaksi dengan manusia Dia keluar dari perusahaannya dan menjadi pekerja paruh waktu satusatunya kesenangan dalam hidupnya adalah berinteraksi dengan streamer favoritnya Suatu hari saat berjalan pulang dia bertemu dengan seorang gadis yang memintanya untuk tinggal bersamanya dan terlebih lagi dia ternyata adalah seorang streamer yang populer bagaimanakah kisah mereka nantinya,"Romance, Slice of Life",you2,-,7.0,https://westmanga.fun/wp-content/uploads/2022/06/Kimi-wa-Nina-Janai.jpg,-
Kimiiro X Liver Konya Mo Bell ni Oshiete Kudasai,キミイロ×ライバー ～今夜もベルに教えてください～,Manga,Runa Kusakabe adalah seorang mahasiswa dengan gangguan komunikasi yang parah Untuk mengubah hidupnya dia mengubah dirinya menjadi Bell dan memulai layanan streaming video Belle berpayudara besar yang cantik alami menerima beberapa permintaan yang keterlaluan Dia menjawab mereka dengan sangat serius tetapi kemudian satu demi satu kejadian yang paling memalukan terjadi,Comedy,Kamizuki Shiki,-,7.0,https://westmanga.fun/wp-content/uploads/2023/02/Kimiiro-X-Liver-Konya-Mo-Bell-ni-Oshiete-Kudasai-211x300.jpg,-
Kimitte Watashi no Koto Suki Nandesho,きみって私のこと好きなんでしょ？,Manga,"Hei Kuroyakun apakah kamu menyukaiku
Bagaimana kamu tahu
Cinta tak berbalas Sungguh memalukan bagi Kuroya
Pihak lainnya adalah Kasumi Shiramori seorang senior di klub sastra dan seorang gadis yang sangat cantik
Kemudian  Ingin mencoba berkencan denganku dulu
Tidak mungkin ada hubungan di benak keduanya ","Comedy, Romance",NOZOMI Kouta,-,7.0,https://westmanga.fun/wp-content/uploads/2023/01/Kimitte-Watashi-no-Koto-Suki-Nandesho-206x300.jpg,-
Kin no Kanojo Gin no Kanojo,"Girl of Gold & Silver Girl, Girl of Gold, Girl of Silver, Girl of Gold, Silver Girl, Golden Girlfriend, Silver Girlfriend, Kin no Kanojo, Gin no Kanojo, 金の彼女 銀の彼女, 金银彼女",Manga,"Komedi romantis ini menggambarkan protagonis yang malang dan minat cintanya yang indah
Plotnya dimulai saat gadis yang disukainya jatuh ke danau dan kemudian muncul Lady Of The Lake yang bertanya apa kamu kehilangan pacar emas atau pacar perakmu
Hal ini menyebabkan yang asli dibagi menjadi dua gadis Pacar Emas adalah tipe yang anggun dan anggun sedangkan Pacar Perak adalah tipe yang nakal pemarah dan terus terang
Note  Perak dan Emas disini mengacuh ke warna rambutnya","Comedy, Drama, Ecchi, Fantasy, Harem, Historical, Romance, School life, Shounen",AKAI Maruboro,AKAI Maruboro,7.6,https://westmanga.fun/wp-content/uploads/2019/08/8b2b943d-b0a2-4e1d-9012-4e020ba967d1.jpg.256-201x300.jpg,2014
Kindan Shitei de Breakthrough Yuusha no Musuko ga Maou no Deshi de Nani ga Warui,"A Breakthrough Brought by Forbidden Master and Disciple, Breakthrough With the Forbidden Master - So What If the Hero's Son Is the Demon King's Disciple, 禁断師弟でブレイクスルー, 禁断師弟でブレイクスルー～勇者の息子が魔王の弟子で何が悪い～",Manga,"Putra pahlawan dan hantu Raja Iblis adalah tuan dan muridnya 
Eirth putra pahlawan yang mengalahkan Raja Iblis Besar bermasalah
Selalu diharapkan untuk mencapai halhal besar tetapi tidak dapat memenuhi harapan itu
Tidak peduli usaha yang dia lakukan dan hasil yang dia dapatkan itu tidak pernah cukup bagi mereka
Aku mengecewakan dibandingkan dengan ayahku atau Tidakkah kamu tahu kamu adalah putra pahlawan 
Hidup setiap hari seperti ini Eirth memenuhi takdirnya di ruangan yang berisi pedang ayahnya sang pahlawan
Menarik Aku akan melatihmu Aku hanya punya waktu luang sekarang
Eirth menerima pelatihan pribadi khusus dari Raja Iblis hanya untuk mendapatkan kembali orang tuanya dan dunia
Dalam beberapa hari mendatang orang tuanya para pahlawan masa lalu cinta pertamanya teman masa kecil sang putri para genius zaman itu dan dunia akan gemetar di hadapannya","Action, Adventure, Comedy, Demons, Drama, Fantasy, Magic, Martial arts, Romance, School life, Shounen, Supernatural",Anikki Burazza,ETOU Yona,8.3,https://westmanga.fun/wp-content/uploads/2021/01/1610788376-7207-81xk8lduvjl._ac_sl1500_-211x300.jpg,2020
King Account At The Start,,Manhua,Krisis mendadak membawa bumi langsung ke era Earth OL Age  dan seluruh umat manusia direduksi menjadi tangan kekuatan yang tidak diketahui Semua manusia menjadi terompet kelas satu Di era kejam yang lemah dan kuat Ye Hao seorang siswa sekolah menengah hanya bisa berada di level tiga ketika dia akan mati secara tidak sengaja membuka sistem peningkatan akun raja dapatkah Ye Hao menjadi raja terkuat,"Action, Adventure, Fantasy, Harem, Manhua, Martial arts, Romance",Rénshān dòngmàn,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610798651-6066-MG-COVER-06112020-e291bd7b7184f7f96be4ee7a7837e283-compressed-225x300.jpg,-
King Game,"King Game (Shin Hyeong-wook & Beom Golae), 왕게임",Manhwa,Ketegangan aksi sekolah untuk anak lakilaki yang mendapatkan kekuatan absolut Hwang Chomin seorang siswa sekolah menengah yang menjalani harihari sekolah yang sederhana dengan beradaptasi dengan kekerasan Suatu hari bersamaan dengan berita kematian kakak lakilakinya yang diisolasi dia mendapatkan ponselnya Hwang Chomin yang mengetahui bahwa saudaranya adalah pemimpin lingkaran kekerasan besar Divisi Kaisar menyamar sebagai dia dan mulai memanipulasi divisi untuk membunuh sampah Permainan raja yang tidak boleh ditangkap dimulai,"Action, Drama, Shounen, Slice of Life",SHIN Hyungwook,-,7.11,https://westmanga.fun/wp-content/uploads/2022/09/King-Game-218x300.jpg,-
King in the City,"The Reincarnated Godly King in the City, Zhuǎn Shì Shén Wáng Zài Dū Shì, 转世神王在都市",Manhua,Dalam kehidupan sebelumnya Qin Luo adalah seorang Raja Dewa dengan kekuatan tertinggi mengembangkan teknik yang mengejutkan ribuan dunia dan memiliki wanita cantik di enam alam Begitu dia bereinkarnasi dia kehilangan semua kemampuannya dan menjadi orang biasa yang tidak disukai dan sangat dibenci Akankah ia mampu menjadi orang terkuat di kota kali ini dan kembali ke masa puncaknya mari kita Qin Luo memimpin semua jenis wanita cantik dalam serangan yang lucu,"Action, Drama, Fantasy, Harem, Shounen",向南社,-,7.0,https://westmanga.fun/wp-content/uploads/2022/12/King-in-the-City-225x300.jpg,-
King Killer Reborn,,Manhua,Xuan Qiu Tuo menemukan gulungan surgawi yang akan mengembalikannya ke dunia tempat dia meninggal  dunia di mana ayahnya memerintah sebagai Raja Iblis Satusatunya tangkapan Xuan Qiu Tuo dibawa kembali ke tubuh Su Yun Lan yang baru saja meninggal Dipersenjatai dengan Gulungan Surgawi dan Kepemilikan Iblis teknik budidaya rahasia dari Klan Sembilan Neraka Su Yun Lan yang baru dan lebih baik keluar untuk kepala Raja dan tangan Putri dalam pernikahan,"Action, Comedy, Fantasy, Isekai, Manhua",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610796218-7173-2020-10-28_112834.jpg,-
King MMA,"옥타곤의 제왕, King Of Octagon",Manhwa,Penaklukan MMA yang mendebarkan dari seorang petarung jenius pemula Wheesung yang merupakan olahragawan menjanjikan dengan rasa alami bergerak berhenti berolahraga di sekolah menengah karena cedera dan menjalani kehidupan paruh waktu Sementara itu ia diundang ke pertandingan amatir MMA Junghwan  Dia merasakan sensasi yang kuat pada kekuatan Octagon yang dia temui untuk pertama kalinya Hwisung Lee 22 tahun yang sibuk melarikan diri setelah menyerah dalam segala hal Saat dia naik ke Octagon penerbangan spektakuler yang tidak diharapkan siapa pun dimulai,"Action, Drama, Shounen, Sports",GOPUBI,-,7.0,https://westmanga.fun/wp-content/uploads/2022/06/King-MMA.jpg,-
King of Apocalypse,"King of Doom, Mo Shi Wei Wang, 末世为王",Manhua,Qin Yu terbunuh beberapa ratus tahun di masa depan selama kiamat karena salah penilaian Dia kemudian melakukan perjalanan kembali ke masa sebelum kiamat dimulai mengandalkan pengalaman dan teknik kiamatnya yang diperkeras Qin Yu dengan cepat berkembang menjadi lawan yang tangguh melewati rintangan menyelamatkan dunia semua sambil melindungi saudara perempuannya yang tercinta,"Action, Adventure, Manhua, Shounen, Supernatural","Daxingdao Anime, ENG, Ma Yuhan",-,7.0,https://westmanga.fun/wp-content/uploads/2021/01/1610743523-5922-king-of-apocalypse-201x300.jpg,-
King Of Battlefield,"Former King, The King of War, The Battle King, 戰王, 전왕",Manhwa,Keluarga dan keselamatan orang lain adalah prioritasku Murim yang berikutnya Istriku yang seperti kelinci adalah prioritas pertamaku selanjutnya putriku yang seperti rubah Berikutnya adalah anak lakilakiku yang seperti beruang dan prioritasku yang lain adalah ayah ibu dan adik lakilaki  Aku tidak bisa melihat keselamatan murim sebagai prioritasku Apa urusanku untuk peduli tentang apa yang terjadi pada murim Murim aku akan menyelamatkannya juga jika aku punya waktu luang,"Action, Drama, Fantasy",Geondeuligogo,-,7.0,https://westmanga.fun/wp-content/uploads/2022/10/King-Of-Battlefield-208x300.jpg,-
King Of Drama,"The King of Dramas, 막장드라마의 제왕",Manhwa,Jika saja aku terlahir kembali aku ingin membuat sebuah drama gila yang spektakuler Tepat sebelum aku mati aku memiliki sebuah harapan yang terlintas di benakku begitu saja layaknya sebuah kilat dan sebuah Sistem yang tak diketahui menerima harapan aneh tersebut Lee Hyunseok kembali ke saat dia masih menjadi seorang Sutradara PDNim untuk menciptakan sebuah drama gila yang spektakuler Hantu yang juga merupakan master director dan Iseol aktris yang sedang naik daun serta produser dari Drama Gila yang membahayakan nyawa Hyunseok bertujuan untuk menyelesaikannya di akhir tahun Mereka semua menjadi semakin dan semakin terkenal di seluruh dunia,"Comedy, Drama, Fantasy, Shounen, Slice of Life",Gobyeol,Aira,7.11,https://westmanga.fun/wp-content/uploads/2022/09/King-Of-Drama.jpg,-
King of Gold,,Manhua,Bocah yang hilang Wang Fan memiliki kehidupan yang menyedihkan dan bahkan memiliki sistem emas kelahiran kembali yang terkuat Latihan legendaris dianggap harta Baginya hanya sampah apakah Anda departemen mental yang kuat Maaf atas penguasaannya Segala sesuatu di dunia dapat dihancurkan dan emas menjadi lebih kuat dan kematian telah berakhir,"Action, Adventure, Manhua",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610785680-8954-kingofgolds.jpg,-
King of Piling,말박왕,Manhwa,Mulai sekarang aku akan mematahkan punggungmu Han SeoAh seorang siswa sekolah menengah yang tampaknya biasa menghadiri Sekolah Menengah Hasa untuk menertibkan para siswa Itu tidak menggunakan permainan atau pertarungan itu menumpuk,"Action, Comedy, School life, Shounen, Sports",Buythedragon,-,7.0,https://westmanga.fun/wp-content/uploads/2023/02/King-of-Piling-207x300.jpg,-
King of Runes,"Fu Shi Wang Zhe, Fú Shí Wáng Zhě, Lord of the Runes, The King of the Runes, The Lord of the Runes, The Monarch of the Runes, 符石王者",Manhua,"Dongze merupakan siswa sma biasa dari Distrik Huangshi di Wilayah Reigu tetapi dengan bantuan sistem game dia akhirnya menjadi komandan utama Zona Perang Timur
Dia memimpin umat manusia dan mengusir binatang runestone kembali ke lubang tempat mereka berasal memungkinkan kehidupan di Bumi untuk mendapatkan kembali kedamaian seperti biasanya","Action, Adventure, Fantasy, Mystery, Shounen, Supernatural",Popeye's very slender,Big Bear,7.0,https://westmanga.fun/wp-content/uploads/2022/02/King-of-Runes.jpg,-
King Of Snow,"Frozen Apocalypse: No Way to Survive , the king of snow, The highway to oblivion,",Manhua,Perubahan bintang badai salju tak berhenti hari kiamat es akan tiba besok makanan Suhu Kekerasan Ketergantungan Dalam situasi sulit ini keinginan melahirkan monster di bawah distorsi manusia Bagaimana cara keluar dari keterpurukan ini dan mencari jalan bertahan hidup,"Action, Adventure",-,-,7.0,https://westmanga.fun/wp-content/uploads/2024/02/King-Of-Snow-225x300.jpg,-
King of the Gods,,Manhua,Setelah mendapatkan manikmanik misterius remaja awam telah mengalami perubahan besar dalam lintasan kehidupan dia sejak saat itu Dia memiliki vitalitas untuk berlatih langkah demi langkah untuk seni bela diri untuk menantang langit dengan kekuatannyadan menjadi Dewa tertinggi,"Action, Adventure, Manhua, Martial arts, Romance",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610783173-5058-images-4-223x300.jpeg,-
King of the Labyrinth,"Meikyuu no Ou (Novel), 迷宮の王 (小説)",Manga,Di lantai sepuluh labirin menunggu minotaur Banyak petualang pemberani telah menantang binatang besar ini namun semuanya gagal Lagi Menatang monster yang kuat Kirimkan aku lawan yang lebih kuat Makhluk ini secara membabi buta mengejar kekuatan dengan cara apa pun Mungkin cukup kuat untuk melampaui aturan labirin itu sendiri Bisakah para petualang melawan makhluk yang begitu kuat,"Action, Drama, Fantasy",Shien BIS,-,7.0,https://westmanga.fun/wp-content/uploads/2021/11/King-of-the-Labyrinth-211x300.jpg,-
King of The Mound,"Absolute on the Mound, King of the Mound, 마운드 위의 절대자",Manhwa,"Dari Author yang sama dengan Kill the Hero
Melalui kombinasi dari banyak cedera tulang yang lemah dan kesulitan ekonomi protagonis Lee Jinyong menyerah pada citacitanya untuk menjadi atlet bisbol dan hidup sebagai karyawan pabrik sebagai gantinya Suatu hari jiwa Kim Jinho pahlawan bisbol yang dijuluki sebagai legenda di Korea serta idola Lee Jinyong yang meninggal 10 tahun lalu muncul di hadapannya Pada saat yang sama Notifikasi aneh mulai muncul Baseball Manager akan dimulai dan Lee Jinyong memperoleh kemampuan yang memberinya konstitusi pitcher mirip dengan avatar game Dia kembali ke lapangan untuk menjadi ","Drama, Shounen, Sports","Didat, Gaun",Muryeon,7.0,https://westmanga.fun/wp-content/uploads/2023/01/King-of-The-Mound.jpg,-
King of Violence,,Manhwa,"Dari studio yang membawakan Return of the Mount Hua Sect
Lee Gilsoo pindah sekolah demi menghindari pembullyan organisasional yang menyiksa
Di sekolah barunya tidak ada tukang bully maupun pembullyan tapi ada kekerasan sekolah
Sebuah dunia kekerasan adil antar pelajar Fighting Arena
Di dalam Fighting Arena para murid bertarung dan menikmati kekerasan
Mampukah Lee Gilsoo yang hanya pernah hidup dengan dihajar beradaptasi pada dunia kekerasan yang ganas ini
Inilah kisah pertumbuhan action sekolah berlumur darah dari seorang korban pembullyan penyendiri Lee Gilsoo","Action, Adventure, Drama, Martial arts, School",-,-,7.3,https://westmanga.fun/wp-content/uploads/2024/06/King-of-Violence.jpg,-
Kings Proposal,王様のプロポーズ,Manga,Cinta pertama terkuat anak lakilaki itu seorang penyihir yang menguasai dunia dengan tubuh dan kekuatannya Kuozaki Saika Penyihir terkuat yang telah menyelamatkan dunia dari kehancuran setiap 3XX jam dan direktur sekolah penyihir,"Action, Comedy, Drama, Fantasy, Gender Bender, Magic, Reincarnation, Romance, Seinen, Supernatural",Tachibana Koushi,-,7.5,https://westmanga.fun/wp-content/uploads/2023/02/Kings-Proposal-211x300.jpg,-
Kingdom,キングダム,Manga,During the Warring States period in China Xin Li and Piao are two brotherlike youngsters who dream of becoming Great Generals despite their low status as orphaned slaves One day they encounter a man of nobility who gives Piao an opportunity to undertake an important duty within the state of Qins royal palace Parting ways Xin and Piao promise each other to one day become the greatest generals in the world However after a fierce coup dtat occurs in the palace Xin meets with a dying Piao whose last words spur him into action and lead him to encounter the young and soontobe king of Qin Zheng Ying,"Action, Drama, Gore, Historical, Mature, Seinen, Thriller","Hara, Yasuhisa (Story & Art)",-,9.0,https://westmanga.fun/wp-content/uploads/2023/03/Kingdom-209x300.jpg,-
Kingdom Behind the Scenes,"Behind the battle of The Hero and The Demon King, Maou to Yuusha no Tatakai no Ura de, Reincarnated Into a Game as the Hero's Friend: Running the Kingdom Behind the Scenes, 勇者战记帷幕后, 魔王と勇者の戦いの裏で, 魔王与勇者之战的背后",Manga,"Verna bereinkarnasi ke dunia game RPG Jepang modern sebagai putra seorang bangsawan tapi dia bereinkarnasi bukan sebagai karakter utama tetapi sebagai seseorang yang namanya bahkan tidak disebutkan Selain itu karena keahliannya biasa saja dia bukanlah orang yang cocok untuk menjadi bagian dari alur cerita sang pahlawan
Satusatunya harapan adalah persahabatan yang dibangun antara dia dan Hero Mazell dan pengetahuan serta kebijaksanaannya dari kehidupan sebelumnya Awal dari manga pertempuran fantasi skala penuh yang diceritakan oleh massa dan pahlawan legendaris","Action, Drama, Fantasy, Seinen",SUZUKI Yuuki,-,7.0,https://westmanga.fun/wp-content/uploads/2023/06/Kingdom-Behind-the-Scenes-211x300.jpg,-
KINGDOM OF THE Z,"KINGDOM OF ""Z"" Kingdom of the Z REINO DE ""Z"" Z之王国 Королевство Z キングダムオブザZ キングダムオブザゼット",Manga,Jadi gini sang MC kita kali ini mengishakan pertempuran dengan para zomnes eh sory pertempuran dengan zombie ketika MC kita ngumpet pada saat itu ada sekumpulan cewek yg sedang membasmi zombi dan diwaktu itu juga si MC kita kethuan bahwa dia sedang ngumpet dan keseononya entah akan di perkaos atau apa cek sadja dah,"Action, Horror, Mature, Romance, Seinen, Supernatural, Zombies",Harawata Saizou,Watanuki Ron,7.8,https://westmanga.fun/wp-content/uploads/2021/01/1610741002-1802-Z-211x300.jpg,-
Kings Flung Into the Future,"Here Comes the King, The King Has Come, 왕들이 오셨다",Manhwa,Para Raja sudah berkumpul di sini Namun di sini adalah masa kini dan Rajaraja itu semuanya berasal dari Dinasti Joseon Bagaimana para penguasa besar dari berbagai masa dalam sejarah Korea bisa berkumpul di satu tempat Siapa yang berada di balik semua ini Tampaknya ada plot jahat yang dirancang oleh priapria dengan setelan gelap Orangorang yang ingin melihat Korea terlibat dalam perang besar Orang jahat yang ingin melihat Korea hancur Hanya ada satu orang yang bisa menyelamatkan negara ini seorang pemuda bernama Yi Do atau lebih dikenal sebagai Raja Sejong yang Agung Apakah raja terbesar dari mereka semua memiliki kekuatan dan kebijaksanaan untuk menyelamatkan hari,"Drama, Historical, Shounen",Solho,-,7.0,https://westmanga.fun/wp-content/uploads/2024/06/Kings-Flung-Into-the-Future.jpg,-
Kinjo no Nanakosan,,Manga,Kehidupan seharihari dari Shirokumasensei sebagai seniman manga dan tetangganya yang cantik Nanakosan,"Romance, Seinen, Shoujo Ai, Slice of Life",Komeshiro Kasu (Story & Art),-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610734364-2913-2018-11-16_154157-1-209x300.jpg,-
Kinka 1mai de Kawaru Boukensha Seikatsu,"Adventurer life changed with one gold coin, 金貨1枚で変わる冒険者生活",Manga,Seorang petualang miskin kencing bermimpi menjadi kaya suatu hari mendapat koin dingin dari seorang gadis elf dan ,"Action, Adventure, Comedy, Drama, Fantasy",AMANO Hazama,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610781641-5814-1枚で変わる冒険者生活.jpg,-
Kinsou no Vermeil Gakeppuchi Majutshi wa Saikyou no Yakusai to Mahou Sekai o Tsukisusumu,Kinsou no Vermeil Kinsou no Vermeil ~Gakeppuchi Majutshi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu~ Vermeil in Gold 金装のヴェルメイユ 金装のヴェルメイユ ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む～ 金装的维尔梅 金装的维尔梅～濒临堕落的魔法师和最强的灾厄一起冲入魔法世界～ 금장의 벨메이유 금장의 벨메이유 ∼벼랑 끝 마술사는 최강의 재액과 마법세계를 헤쳐나간다 Kinsou no Vermeil - Gakeppuchi Majutshi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu Kinsou no Vermeil ~Gakeppuchi Majutshi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu~ Vermeil in Gold - A Magician Pushes Through the Magical World With the Strongest Disaster 金装のヴェルメイユ 金装のヴェルメイユ ～崖っぷち魔術師は最強の厄災と魔法世界を突き進む 金装的维尔梅 金装的维尔梅～濒临堕落的魔法师和最强的灾厄一起冲入魔法世界～ 금장의 벨메이유 금장의 벨메이유 ∼벼랑 끝 마술사는 최강의 재액과 마법세계를 헤쳐나간다,Manga,Alto yang hampir mengulangi satu tahun akhirnya memanggil formasi sihir dari buku yang dia temukan secara kebetulan dan memanggil iblis bernama Vermeil yang telah disegel,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Fantasy, Magic, Romance, School life, Shounen",AMANA Kouta,UMEZU Youko,7.7,https://westmanga.fun/wp-content/uploads/2021/09/69acfe02-7846-4ab7-a970-98a7a824f16e.jpg.512-211x300.jpg,2018
Kinzoku Slime wo Taoshi Makutta Ore ga Kurokou no Ou to Yobareru Made,"Slime Slayer: From Zero To Black Steel King, 金属スライムを倒しまくった俺が【黒鋼の王】と呼ばれるまで",Manga,pada suatu hari sebuah lubang besar muncul di halaman sebuah rumah Ada slime misterius dengan tubuh logam yang ketakutan dan bergetar Entah kenapa Yuma Mitaka seorang siswa SMA yang membosankan menghabiskan hariharinya memusnahkan lendir logam yang muncul di lubang setiap pagi Saat dia mengulangi rutinitas harian ini tubuh Yuma mengalami evolusi yang menakjubkan Ini adalah fantasi Musou yang belum pernah terjadi sebelumnya yang dimulai dari hari biasa,"Action, Fantasy, School life, Shounen, Slice of Life",ONSEN Capybara,FUJIYA Izuko,8.56,https://westmanga.fun/wp-content/uploads/2024/03/Kinzoku-Slime-wo-Taoshi-Makutta-Ore-ga-Kurokou-no-Ou-to-Yobareru-Made.png,-
Kiotsukenayo Oneesan,"Be Careful, Onee-san 気をつけなよ、お姉さん。 注意安全哦, 大姊姊 조심해, 언니",Manga,Honda Tae loli yang lelah menjalani keseharian sibuk sebagai orang dewasa yang bekerja mencari suasana baru dengan pergi ke Kolam Renang Umum sambil berharap bertemu dengan seseorang yang ditakdirkan sampai akhirnya dia diselamatkan oleh seorang gadis bertubuh layaknya orang dewasa yang ternyata seorang anak kelas 5 SD,"Comedy, Romance, Shoujo Ai, Slice of Life",Sasuke (サスケ),Sasuke (サスケ),8.25,https://westmanga.fun/wp-content/uploads/2021/08/Kiotsukenayo-Onee-san..jpg,-
Kiraware Yuusha wo Enjita Ore wa Naze ka Last Boss ni Sukarete Issho ni Seikatsu Shitemasu,"Kiraware Yuusha o Enjita Ore wa, Naze ka Last Boss ni Sukarete Issho ni Seikatsu Shitemasu!, 嫌われ勇者を演じた俺は、なぜかラスボスに好かれて一緒に生活してます!, 扮演成渣勇的我",Manga,"Seorang pria mesum pemberani Ares Brave yang menghadapi pertempuran terakhir dengan majin Demiurge yang menghancurkan dunia bersama temantemannya Untuk menantang pertempuran melawan boss terakhir sendirian   Melawan Demiurge dan menghancurkan penghalang sihir yang kuat Ares mengambil pilihan terakhir dengan mengorbankan nyawanya apakah sang pahlawan masih hidup
Alternative Titles
I Played the Role of a Hated Hero but for Some Reason Im Loved by the Last Boss and Living With Her
Kiraware Yuusha O Enjita Ore Wa Naze Ka Last Boss Ni Sukarete Issho Ni Seikatsu Shitemasu

","Action, Adventure, Ecchi, Fantasy, Harem, Isekai, Romance, Seinen",Raito,SADAKIYO Kazuhiko,7.0,https://westmanga.fun/wp-content/uploads/2021/05/01-1-213x300.jpg,2021
Kirei na Kurokami no Takashinasan Mushoku to Tsukiau Koto ni Natta,きれいな黒髪の高階さん(無職)と付き合うことになった,Manga,Hinode seorang mahasiswa di Kyoto merasa bosan karena banyak waktu luang dan tidak ada kelas bertemu dengan seorang wanita misterius di kampus Namun wanita bernama Takashina ini bukanlah seorang pelajar melainkan seorang NEET,"Comedy, Romance, School life, Shounen, Slice of Life",MORITA Kisetsu,TAKACHI Hironari,8.5,https://westmanga.fun/wp-content/uploads/2021/08/Kirei-na-Kurokami-no-Takashina-san-Mushoku-to-Tsukiau-Koto-ni-Natta.jpg,-
Kiryuin Kaya Chi o Suwareru dake no Kantan na Oshigoto,The Simple Job of Having Your Blood Sucked by Kiryuin Kaya,Manga,Ini hanya pekerjaan mudah darahmu dihisap oleh Kaya Kiryuuin,"Action, Ecchi, Fantasy, Harem, Mature, Romance, Shounen, Supernatural, Vampire",Amido Sanshoku (Story and Art),-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610730739-6506-Kiryuin-Kaya-Chi-o-212x300.jpg,-
Kisaragisan has a Piercing Gaze,如月さんは眼光炯々,Manga,Blom dikasih sinopsis sama famous freak,"Romance, School life","Shirakawa Miabi, Murasaki Ryou",-,7.0,https://westmanga.fun/wp-content/uploads/2021/10/Kisaragi-san-has-a-Piercing-Gaze--232x300.jpg,-
Kishuku Gakkou no Juliet,"Juliet of Boarding School, 寄宿学校のジュリエット",Manga,Grigio Academy Boarding School Para siswa yang belajar di sekolah ini berasal dari dua negara dan tinggal di asrama mereka sendiri Inuzuka dan Persia adalah pemimpin dari asrama saingan tetapi diamdiam mereka saling mencintai Sekarang mereka harus menjaga hubungan mereka rahasia dari pasangan asrama mereka atau halhal buruk akan terjadi pada mereka,"Action, Comedy, Romance, School life, Shounen",Kaneda Yousuke,-,8.45,https://westmanga.fun/wp-content/uploads/2021/01/1610728247-7228-15240v16.250-201x300.jpg,-
Kishuku Gakkou no Juliet The Official Anthology,,Manga,,"Comedy, Ecchi, Romance, School life",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610737217-4216-zzz-9.jpg,-
Kitaku Tochuu de Yome to Musume ga Dekita n dakedo Dragon datta,帰宅途中で嫁と娘ができたんだけど、ドラゴンだった,Manga,Seorang siswa SMA kazamachi kunpei tiba  tiba menerima permintaan tolong dari seorang gadis naga aoinoun dragoline bahwa anaknya telah diculik Entah bagaimana ia berhasil menangkap pelakunya Namun ia tidak mendapatkan seorang anak melainkan dua buah telur yang besar Ketika ia menyentuh mereka telurnya mulai menetas,"Comedy, Fantasy, Romance, Seinen","Fukakutei, Waon (Story), Amano, Hitsuji (Art)",-,8.92,https://westmanga.fun/wp-content/uploads/2021/01/1610730224-8567-b8da0d379038eae3e79360ace7862c45-201x300.jpg,-
Kitazawakun wa A Class,Kitazawa-kun wa A Class,Manga,"Masashi Kitazawa siswa kelas dua SMA mengalami trauma gemuk ketika masih kecil
Kitazawa yang rajin diet dan bekerja keras di sekolah menengah tumbuh menjadi pria tampan dan seharusnya menjalani kehidupan sekolah yang damai tapi Di semester baru SMA pria tampan dan gadis cantik telah berkumpul di rumah Kitazawa kelas 2 kelas A untuk beberapa alasan Terlebih lagi dia menerima undangan rahasia dari Ayame Yagyu gadis tercantik di kelasnya","Comedy, Romance, School life, Shounen","Monma Tsukasa, Yumeno Tanuki",-,7.11,https://westmanga.fun/wp-content/uploads/2023/03/Kitazawa-kun-wa-A-Class-201x300.jpg,-
Kitsune no Oyomechan,The Fox Girl's is My Wife,Manga,"Seorang pria manusia dan seorang gadis kitsune muda bertemu mereka menghabiskan waktunya bersamasama dalam kebahagiaan pernikahan yap baca aja kisah suami dan istrinya yang seorang gadis kitsune
 pas baca ini makin menderita lo apalagi lo jones karatan cuy beh asli","Comedy, Ecchi, Fantasy, Romance, Seinen, Slice of Life",Batta,-,7.0,https://westmanga.fun/wp-content/uploads/2020/02/Kitsune-no-Oyome-chan.jpg,-
