title,alt_title,type,description,genre,author,artist,rate,image,released
This Girl Will Express Herself in 100 Days,"100nichigoni kaoni deru kashiwada, 100日後に顔に出る柏田, Kashiwada Will Express Herself in 100 Days",Manga,"Sebuah spinoff komik harian twitter dari Expressionless Kashiwadasan dan Emotional Ootakun

 Post Views 6","Comedy, Romance, School Life, Slice of Life",Azuma Fuyu,-,7.0,https://komikcast.cz/wp-content/uploads/2020/05/xsdweqwdssadakawashwa-e1590441403999.jpg?w=225&q=50,2020
Isekai Teni Jirai Tsuki,"Isekai Teni, Jirai Tsuki., Transition to Another World, Landmines Included, 异世界转移、而且还附带地雷, 異世界転移、地雷付き。",Manga,"kisah seorang teman masa kecil kecelakaan dengan seluruh teman sekelasnya lalu direinkarnasi di dunia tanpa skill cheat dan ingin hidup damai di dunia barunya tanpa ada keinginan menjadi seorang pahlawan

 Post Views 8","Action, Adventure, Fantasy, Shounen, Slice of Life, Supernatural",ITSUKI Mizuho,-,7.0,https://komikcast.cz/wp-content/uploads/2020/04/isekaiteniadsad-e1587379545104.jpg?w=225&q=50,2020
The Forgetful Dark Lord,The Dark Lord is forgetful!?,Manhwa,Post Views 5,"Action, Adventure",-,-,7.11,https://komikcast.cz/wp-content/uploads/2021/01/asas.jpeg?w=225&q=50,2020
Ascension To Godhood By Slaying Demons,,Manhua,"Setelah diculik masuk ke dunia roh seorang pemuda membangkitkan kekuataan sucinya dengan mengakses nirvana Bersama dengan adik kembar perempuannya mereka menjelajahi dunia misterius belajar Taoism menjadi lebih kuat membantu para dewa mendapatkan teman memecahkan misteri dan menjadi dewa pembasmi iblis nomer satu

 Post Views 12","Action, Adventure, Fantasy, Martial Arts, Mystery, Seinen",Man Duola,-,7.0,https://komikcast.cz/wp-content/uploads/2020/03/godacceson-e1583593421718.jpg?w=225&q=50,2019
A High School Girl and a Private Teacher,"JK to Kateikyoushi, JKと家庭教師",Manga,"Kizaki menjadi guru pribadi sebagai pekerjaan paruh waktu Sudou menjadi murid Kizaki Kizaki yang delusinya tidak berhenti berhadapan dengan malaikat yang terlalu berharga
Sudou mulai memiliki sedikit cinta dengan guru yang lebih tua
Sambil saling menyampaikan pikiran satu sama lain mereka saling menyampaikan dengan indah

 Post Views 7","Comedy, Romance, Shoujo, Slice of Life",MIKI Maki,-,7.9,https://komikcast.cz/wp-content/uploads/2020/02/a-highssco3ew.jpg?w=225&q=50,2019
Soukon no Shoujo to Sourei no Tabi,"Alpi - the Soul Sender, 送魂の少女と葬礼の旅",Manga,"Para dewa pernah menanam benih rahmat yang dikenal sebagai Roh di tanah kita Manusia selamanya bersyukur memiliki berkat dari Rohroh ini Namun bahkan mereka tidak bisa lepas dari kematian Saat waktu mereka habis tubuh mereka diselimuti kegelapan dan lingkungan sekitar mereka Satusatunya yang dapat mengirim roh terkutuk ini ke tempat peristirahatan terakhir mereka adalah Pengirim Jiwa Ini adalah kisah tentang Pengirim Jiwa muda bernama Alpi Melalui kesedihan dan rasa sakit yang luar biasa dia menggunakan pedangnya







 Post Views 4","Adventure, Fantasy, Magic, Seinen, Supernatural",Rona,-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/36465v4-e1612320762824.jpg?w=225&q=50,2018
Kimetsu no Yaiba: Rengoku Kyoujurou Gaiden,"Kimetsu no Yaiba Gaiden, Kimetsu no Yaiba: Rengoku Kyoujurou Side Story, 鬼滅の刃 煉獄杏寿郎外伝",Manga,"Kimetsu no Yaiba Rengoku Kyoujurou Gaiden 2 Chapter Sejak zaman kuno banyak rumor tentang setan pemakan manusia yang bersembunyi di hutan Karena itu warga kota setempat tidak pernah keluar rumah pada malam hari Legenda mengatakan bahwa seorang pembunuh iblis juga berkeliaran di malam hari memburu iblis yang haus darah ini Berlatar sebelum peristiwa di serial utama spinoff ini menceritakan kisah Rengoku Kyoujurou seorang pemburu iblis muda yang energik saat ia mengambil alih peran keluarganya sebagai Pilar Api

 Post Views 16","Action, Adventure, Comedy, Drama, Historical, Martial Arts, Supernatural","Hirano Ryouji, Gotouge Koyoharu (Author), Hirano Ryouji (Artist)",-,7.0,https://komikcast.cz/wp-content/uploads/2021/02/kny127318924864332-e1612222189847.jpg?w=225&q=50,2020
Emperor Jiwu Xuan,-,Manhua,"Yang nyata di atas langit dan bumi kaisar Taixuan masuk dan keluar dari kekosongan berlari melintasi dunia saya tak terkalahkan Jenius dari keluarga miskin penjahat keluarga putra sekte raja muda monster raja dari seratus pertempuran pertama yang ekstrim pada akhirnya akan memerintah merangkul keindahan di lengan dan menebas pahlawan Seorang pria muda pedang darah banyak wanita cantik sekelompok hewan peliharaan spiritual  Seni bela diri tidak lagi memiliki batas tidak hanya dapat tersenyum bangga terlepas dari yang abadi tetapi juga dapat menembus sembilan hantu dengan pedang senjata 






 Post Views 7","Action, Adventure, Fantasy, Martial Arts",-,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/jx1254665145123-e1610369034435.jpg?w=225&q=50,?
Stella no Mahou,"Magic of Stella, ステラのまほう",Manga,"Setelah mendaftar di sekolah menengah Tamaki Honda bergabung dengan klub untuk membuat permainan doujin yang dikenal sebagai Klub SNS Bergabung dengan programmer Shiina penulis Ayame dan komposer Kayo Tamaki mulai bekerja sebagai ilustrator untuk pertandingan klub berikutnya







 Post Views 8","4-Koma, Comedy, School Life, Seinen, Slice of Life",Cloba U,-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/21983v9-e1612234367964.jpg?w=225&q=50,2012
Kyougaku Koukou no Genjitsu,共学高校のゲンジツ,Manga,"Sebuah komedi yang mengambil kehidupan seharihari siswa di sekolah menengah Coed  campuran 
 

 Post Views 7","Comedy, School, Seinen, Slice of Life","Itami, Sumihito (Art), Sanui, Yuu (Story)",-,7.01,https://komikcast.cz/wp-content/uploads/2018/07/cover.jpg?w=225&q=50,"Jan 27, 2012"
Kill Me Baby,"Baby, Please Kill Me, Kirumi Baby, Kirumii Beibii, KMB, キルミーベイベー",Manga,"Berkisah tentang kehidupan komedi seorang gadis sekolah khas Yasuna dan teman sekelas pembunuhnya Sonya Upaya Sonya untuk menyesuaikan diri sering kali gagal ketika naluri alami pembunuh bayarannya muncul dan upaya Yasuna untuk lebih bersahabat dengan Sonya sering membuatnya terluka atau terintimidasi







 Post Views 5","4-Koma, Comedy, Seinen, Slice of Life",Kazuho,-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/2354v10-scaled-e1612231661451.jpg?w=225&q=50,2008
Kagaku Chop,"Kagaku Choppu, カガクチョップ",Manga,"Presiden Klub Sains Sai Suzuzono adalah seorang gadis dengan temperamen seperti ilmuwan gila yang menghabiskan hariharinya memuaskan rasa ingin tahunya dengan eksperimen dan penemuan aneh tidak terlalu memikirkan masalah yang ditimbulkannya kepada orangorang di sekitarnya
Satusatunya yang bisa mengendalikan Sai adalah perwakilan kelas Ren Nagakura Namun terlepas dari karakter Class Repnya Ren agak aneh dengan kata lain idiot sehingga situasinya selalu berubah secara tak terduga 






 



 Post Views 5","Comedy, School Life, Sci-Fi, Seinen, Slice of Life",Kazuho,-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/29751-e1612230461798.jpg?w=225&q=50,2011
Kimi no Na wa (Your Name),君の名は,Manga,"Mengisahkan dua orang remaja yang lahir dan hidup ditempat yang berbeda Mitsuha adalah seorang gadis SMA yang tinggal di daerah pedesaan di pegunungan Ayahnya yang jarang pulang kerumah membuat Mitsuha hanya hidup bersama nenek dan adiknya yang masih SD Mitsuha sering berkeinginan untuk pergi ke Tokyo karena bosan hidup di pedesaan Sementara itu Taki adalah seorang siswa SMA di kota Tokyo Dalam kesehariannya ia menghabiskan waktu untuk bermain dengan temantemannya dan bekerja paruh waktu di restoran Italia Dia juga tertarik dengan kesenian dan arsitektur Suatu hari mereka mengalami pengalaman aneh dimana Mitsuha bermimpi dirinya menjadi seorang lakilaki Dan sebaliknya Taki bermimpi dirinya menjadi perempuan yang tinggal di daerah pegunungan yang tak pernah ia datangi


 Post Views 8","Drama, Gender Bender, Romance, Seinen, Slice of Life, Supernatural","Shinkai Makoto, Kotone Ranmaru",-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/Kimi-no-na-wa-blu-ray-e1612227312957.jpg?w=225&q=50,2016
CITY,-,Manga,"Manga berpusat pada Nagumo seorang mahasiswa tidak punya uang yang pindah ke kota yang dipenuhi dengan orangorang aneh







 Post Views 4","Comedy, Seinen, Slice of Life",Arawi Keiichi,-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/19886v12-e1612225375671.jpg?w=225&q=50,2016
Tenki no Ko,"Child of Weather, Weathering with You, 天气之子 天気の子",Manga,"Tokyo selalu dilanda hujan yang terus menerus turun tanpa henti Di tengah hujan yang terlihat abadi ini ada seorang anak SMA yang kabur dari rumah Morishima Hodaka Untuk memenuhi biaya hidup dia berakhir bekerja di sebuah kantor penerbit kecil Di saat yang sama ada anak yatim piatu bernama Amano Hina yang juga berupaya untuk bekerja demi memenuhi kebutuhan hidupnya bersama adiknya
Nasib keduanya terjalin ketika Hodaka berusaha menyelamatkan Hina dan memutuskan untuk melarikan diri bersama Selanjutnya Hodaka mengetahui bahwa Hina memiliki kekuatan aneh yang mengejutkan yaitu kemampuan untuk mencerahkan hari dengan cara berdoa Karena cuaca di Tokyo sangat tak menentu Hodaka melihat potensi kemampuan ini Dia meminta Hina untuk menjadi gadis cerah seorang gadis yang akan mencerahkan hari untuk orangorang yang membutuhkannya Hal itu menjadi keseharian mereka Namun kekuatan yang besar selalu memiliki harga yang mahal 


 Post Views 7","Drama, Romance, Seinen, Supernatural","Shinkai Makoto, Kubota Wataru",-,7.3,https://komikcast.cz/wp-content/uploads/2021/02/1097493-scaled-e1612223470486.jpg?w=225&q=50,2019
Suki koso momo no Jouzu nare!,"SUKI koso MOMO no Jyouzunare!, 好きこそももの上手なれ！",Manga,"Kecil berambut pink panjang


 Post Views 8","Comedy, Romance, School Life, Shounen Ai, Slice of Life",Kusomoto Touka,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/skm283715273612312-e1611229680983.png?w=225&q=50,2018
Deadpool Samurai (one-shot),デッドプール：SAMURAI,Manga,"Oneshot dari seri Deadpool Samurai

 Post Views 5","Action, Comedy, One-Shot, Sci-Fi, Shounen",KASAMA Sanshirou,-,7.0,https://komikcast.cz/wp-content/uploads/2021/02/005-710961-A3FcOeZc-e1612186074321.jpg?w=225&q=50,2020
Shiawase na Uso,"A Happy Lie, 幸せな嘘",Manga,"Singkat padat jelas
Kebohongan yang membahagiakan Shiawase no Uso

 Post Views 7","One-Shot, School Life, Shoujo Ai, Yuri",betock,-,7.0,https://komikcast.cz/wp-content/uploads/2021/02/snu18q29531783-e1612176692332.jpg?w=225&q=50,?
Hold On To The Angels,-,Manhua,"Protagonis pria dengan jujur mengakui bahwa dia secara keliru dibunuh oleh malaikat Stephen Porridge dan bereinkarnasi sebagai Eros magang menggunakan kekuatan malaikat untuk mendominasi dunia kekuatan supernaturalsiswaorang asingAtau malaikatIni membuat hidup yang berantakan menjadi lebih buruk 

 Post Views 6","Action, Harem",Edge anime - fate mother,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/hott31276546125-e1610448646678.jpg?w=225&q=50,?
Kimiiro Shoujo,"A Blank Page Day, A Secret on the Lips, There Are No Mermaids in This Town, This is a Fake, This is to Remember Us, キミイロ少女",Manga,"Isi cerita
1 This is a Fake
2 The Distance of Love
3 A Secret on the Lips
4 A Blank Page Day
5 There Are No Mermaids in This Town
6 This is to Remember Us

 Post Views 11","Drama, One-Shot, School Life, Yuri",Miman,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/ks712654128745123432-e1609919018209.jpg?w=225&q=50,2016
First Day Dating,"Hari Pertama Pacaran, Tsukiatte Ichinichime, 付き合って１日目",Manga,"Sinopsisnya sesuai judul

 Post Views 6","One-Shot, Romance, Shoujo Ai",Kawauchi,-,7.5,https://komikcast.cz/wp-content/uploads/2021/01/60967-e1612065774225.jpg?w=225&q=50,2020
Endless Your World,,Manhwa,"Waktu dekat di mana realitas dan realitas maya tidak dipisahkan Kisah orangorang yang berjuang untuk melindungi nilai esensi mereka di dunia tempat yang palsu dan nyata bercampur

 Post Views 7","Action, Adventure, Thriller","박하연,윤준식",-,7.0,https://komikcast.cz/wp-content/uploads/2020/08/endless-your-world.jpg?w=225&q=50,2020
"Shounen, Chotto Sabotteko?",Hey boy! Let's take a break,Manga,"Ini tentang mbakmbak pegawai santai yang menggoda seorang anak lakilaki sma biar bisa bolos dengannya


 Post Views 9","Comedy, Romance, Slice of Life",Akagi Asahito,-,7.6,https://komikcast.cz/wp-content/uploads/2020/11/35766v4-e1604920214570.jpg?w=225&q=50,2019
My End of the World Legion of Women,My World Legion of Doom •我的末日女子军团,Manhua,"Aku merokok minum alkohol untuk membakar rambut saya tapi saya orang yang baik Minat seksualku adalah menyelamatkan semua wanita cantik tunawisma Akhir dunia adalah neraka bagimu tapi itu surga bagiku






 Post Views 7","Ecchi, Harem, Magic, Supernatural",Shen Xiang (沉乡),-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/meow123714251242-e1610286682895.jpg?w=225&q=50,?
Ten Thousand Paths to Becoming a God,万道成神,Manhua,"Sembilan wilayah bertarung untuk menguasai dunia dan satu tembakan menentukan segalanya Seorang warga desa muda dengan keinginan untuk menjadi lebih kuat mulai di jalur cultivation


 Post Views 10","Action, Adventure, Fantasy, Martial Arts",Chudao Manhua,-,7.25,https://komikcast.cz/wp-content/uploads/2018/06/aa.jpg?w=225&q=50,2018
Ore wa Inu Dewa Arimasen!,"I am Not a Dog!, I'm Not a Dog!, Ore Ha Inu Deha Arimasen!, 俺は犬ではありません！, 我才不是宠物犬！",Manga,"Setelah menerima permintaan gurunya untuk bergabung dengan komite perawatan hewan Misaki Souma menemukan dirinya dalam situasi yang aneh dengan senpainya Presiden yang melihatnya sebagai anjing

 Post Views 8","Comedy, Ecchi, Romance, School Life, Shounen, Slice of Life",AMASAWA Mokke,-,7.0,https://komikcast.cz/wp-content/uploads/2020/11/OWI3473-e1604466586694.jpg?w=225&q=50,2018
First Rate Master,一品高手,Manhua,"Tak ada yang lebih hebat selain martial arts  seni bela diriGu Wugao akhirnya kembali kekotamemukul dan memaksa adalah hal lumrah di jaman sekarang menendang dan bertarung adalah hal biasa Dengan adanya mbakmbak cantik polwan hot dan bringas direktur mbak gao leng yu dan masih banyak lagi mbakadek yang cantik

 Post Views 22","Action, Adventure, Ecchi, Martial Arts",Tao Le Si,-,7.51,https://komikcast.cz/wp-content/uploads/2020/11/firstRatemasterV2-e1605407520975.jpg?w=225&q=50,2018
Shizuku-chan’s a Real Angel!,しずくちゃんマジ天使！,Manga,"Menampilkan karakter asli Yuki Arare Suzunari Shizuku







 Post Views 6","School Life, Shounen, Slice of Life",Yuki Arare,-,7.2,https://komikcast.cz/wp-content/uploads/2021/01/44970-e1611889941530.jpg?w=225&q=50,2020
The Hawk’s Song,Jastrzębia Pieśń,,"Awal abad XVII persemakmuran PolandiaLituania setelah kematian ayah keluarga wielecki mewarisi hutang lech sebagai satusatunya ahli waris lakilaki mencoba untuk membayar dakwaan dan merebut kembali tanah yang hilang untuk melunasi hutangnya dia bergabung dengan campain militer lain Komik Polandia


 Post Views 6","Drama, Historical, Romance, Slice of Life",KirieSempai,-,7.11,https://komikcast.cz/wp-content/uploads/2021/01/55670-e1610377777230.jpg?w=225&q=50,2020
I Am Not a Goddess,我真的不是女神,Manhua,"Peradaban kuno jatuh dan disegel Manusia menemukan tablet batu yang misterius dan seorang lelaki yang tidul sangat lama melalui penelitian mereka merilis 100 dunia virtual pemerintah pederasi berkembang di seluruh dunia orang berada di dalamnya
Ketia protagonis utama memasuki dunia virtual jenis kelaminnya berubah dan menjadi seorang wanita melalui serangkaian petualangan yang mengerikan Dunia nyata yang terhubung dengan dunia virtual menggerakan dunia kearah yang tidak diketahui

 Post Views 6","Adventure, Ecchi, Fantasy, Gender Bender, Sci-Fi",Man You Zhai,-,7.0,https://komikcast.cz/wp-content/uploads/2020/07/dsadasgod3-e1595253808349.jpg?w=225&q=50,2020
Peerless Little Doctor,"Absolute Peerless Doctor, 绝品小神医",Manhua,"Bunga sekolah sakit cepat pergi biarkan aku datang Loli kecil sakit Biarkan paman melihat Bos Wang menderita kanker lanjut Maaf saya akan masuk ke jalur registrasi Tidak ada waktu malam ini Saudari Change punya janjiSinopsis Komik ini diadaptasi dari novel Peerless Little Doctor dari anak ikan nakal di jaringan Cina dan Inggris Bunga sekolah sakit cepat pergi biarkan aku datang Loli kecil sakit Biarkan paman melihat Bos Wang menderita kanker lanjut Maaf saya akan masuk ke jalur registrasi Tidak ada waktu malam ini Saudari Change punya janji

 Post Views 11","Action, Comedy, Romance",?,-,7.0,https://komikcast.cz/wp-content/uploads/2020/07/peerless-little-doctor-193x278-1.jpg?w=225&q=50,2020
Celestial Jailer,,Manhua,"Liu Lang orang nomor satu di Kota Nanshan Ia dibunuh dengan cara dilemparkan ke jurang kemudian dia terbangun di dalam sebuah penjara Ia di suruh mengawasi para dewa yg melakukan tindakan kriminal di penjara surgawi

 Post Views 7","Fantasy, Sci-Fi",Yuanqi Dan Manhua,-,7.99,https://komikcast.cz/wp-content/uploads/2020/01/celsitial.jpg?w=225&q=50,2019
Chao Hua Armor : Awakening,,Manhua,"Hua Xiaoyao adalah seorang yatim piatu Dalam suatu kecelakaan dia bertemu Dikla yang sedang menjalankan misi Yang terakhir secara tidak sengaja melibatkannya dalam proses bertarung dengan Chao Biology Krisis itu dipertaruhkan Jari tengah kirinya menunjukkan kekuatan yang luar biasa dan membantu Dikla mengalahkan makhluk Chao Pada saat yang sama itu juga menarik perhatian Bapak Marlow dari Golden Ibero Central College dan mengeluarkan undangan untuk masuk Karena identitas Hua Xiaoyao ini mungkin terkait dengan Proyek Manusia Baru lebih dari sepuluh tahun yang lalu 

 Post Views 7","Adventure, Sci-Fi",Sanfu Animation and Hua Yuxiang,-,7.0,https://komikcast.cz/wp-content/uploads/2020/08/das23ewds.jpeg?w=225&q=50,2020
Tsuki no Oki ni Mesu mama,"Tsuki no Okinimesumama, 如月所愿, 月のお気に召すまま",Manga,"Di sekolah menengah Ayumu terus digoda dan dipukuli oleh Runa meskipun dia satu tahun di bawahnya Sekarang dia berada di tahun kedua sekolah menengahnya dia siap menjadi senpai yang berpengalaman untuk mahasiswa baru Runa

 Post Views 7","Romance, School Life, Shoujo, Slice of Life",KIUCHI Ramune,-,7.0,https://komikcast.cz/wp-content/uploads/2020/06/tsukidoand213.jpg?w=225&q=50,2020
The Revenge of the Soul Eater,"Hangyaku no Soul Eater, Soul Eater of the Rebellion, 反逆のソウルイーター",Manga,"Rumah tangga Mitsurugi diberi tugas penting untuk menjaga gerbang iblis oleh kaisar Mitsurugi Sora yang merupakan pewaris keluarga dipanggil untuk mengikuti upacara persidangan pada usia tiga belas tahun Dia harus mengatasi cobaan untuk mempelajari gaya pedang hantu yang diwariskan oleh keluarga Mitsurugi dari generasi ke generasi Tujuh siswa lainnya pada usia yang sama yang telah mengikuti persidangan semuanya telah lulus Dan sekarang hanya Sora yang tersisa
Ayahnya saudara lakilaki tunangannya dan sepasang saudara kandung yang telah mengawasinya semuanya melihat saat upacara persidangan Sora dimulai dengan sungguhsungguh

 Post Views 6","Adventure, Fantasy, Magic, Mystery, Seinen, Supernatural, Tragedy","Gyokuto, Toujou Chika",-,7.2,https://komikcast.cz/wp-content/uploads/2021/01/46619v1-e1611892661253.jpg?w=225&q=50,2020
Kimetsu no Yaiba – Zenitsu and Nezuko’s Afterstory,ぜんねず大正恋噺,Manga,"Cerita antara Nezuko dan Zenitsu dengan keluarga kecil mereka






 Post Views 17","Comedy, Drama, One-Shot, Romance, Slice of Life",Yukiharu,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/knyz1762311284123-e1611876650515.jpg?w=225&q=50,?
Chicchai Kanojo Senpai to Douseishimasu.,"Chitchai Kanojo Senpai to Dōseishimasu., ちっちゃい彼女先輩と同棲します。",Manga,"Sequel dari cerita keduanya yakni Chicchai Kanojo Senpai ga Kawaisugiru

 Post Views 6","Comedy, Romance, Seinen, Slice of Life",Akiba Ruiki,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/cs7123561265365165321-e1611416598708.jpg?w=225&q=50,?
The High Energy Attack,,Manhua,"seorang pemuda yang bernama Korneng dimana dunia telah mencapai titik akhir dan kesempatan untuk bertahan hidup sangat sulit tapi dengan memasuki akademi militer orangorang berharap untuk bisa mengubah hidup mereka ikuti perjalan korneng untuk menjadi seorang militer di akhir zaman 

 Post Views 7","Action, Adventure, Fantasy, Magic, Sci-Fi",Nobita,-,7.0,https://komikcast.cz/wp-content/uploads/2020/07/dasd213da.jpg?w=225&q=50,2020
Black Scavenger,黑色清道夫,Manhua,"Benih yang lahir dari hasrat yang membelit berakar jauh di dalam hati memakan emosi dan berkembang tanpa henti Ketika semua kehidupan tersedot benih menerima kunci dunia dan monster hitam itu lahir dengan tenang Mereka disebut kejahatan
Untuk membebaskan jiwajiwa yang terikat oleh kejahatan sekelompok orang yang bertekad teguh dengan kekuatan keinginan dari dunia menjadi cahaya untuk menerangi dunia dengan mengorbankan nyawa mereka sendiri

 Post Views 6","Action, Adventure, Horror, Mystery, Psychological, Sci-Fi",晒不干的鱼,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/ds165r237124526757234-e1611832020518.jpg?w=225&q=50,?
Gesen no Kanojo (Game Center no kanojo),"Gamer's Girlfriend, Girlfriend at the arcadeGirlfriend inside the arcade, ゲーセンの彼女",Manga,"Intinya pacarnya seorang gamer

 Post Views 7","Comedy, Ecchi, Romance, Shounen, Slice of Life","okushou, MGMEE",-,7.23,https://komikcast.cz/wp-content/uploads/2021/01/E20yuqlWYAcmpFA-e1622785284563.jpg?w=225&q=50,2020
Koroshiya Datte Mimamoritai,殺し屋だって見守りたい,Manga,"Berkisah tentang seorang assassin yang suka melihat kisah cinta orang lain







 Post Views 6","Action, Comedy, Drama, Romance",KUMANAMI Sae,-,7.2,https://komikcast.cz/wp-content/uploads/2021/01/O1CN01GNIhIp2MabSU2WxMO_3191659844-e1611797120732.jpg?w=225&q=50,2020
My Super Cute Childhood Friend is too Clingy,めっちゃ可愛い幼馴染がやたらとベタベタしてきてしんどい,Manga,"Teman masa kecilku yang sangat imut terlalu menempel padaku

 Post Views 8","Romance, School Life, Shounen Ai, Slice of Life",End,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/mcf162536123123-e1611230122690.jpg?w=225&q=50,2020?
Usotsuki Satsuki Shi ga Mieru,Liar Satsuki Can See Death,Manga,"Kau akan mati besok
Minadzuki Satsuki gadis 16 tahun selain menjadi antisosial dan mendeklarasikan kematian kepada teman kelasnya dia siswi SMA kelas 2 biasa nama panggilanya Liar Satsuki
Namun matanya sendiri tidak normal apa yang dia lihat adalah

 Post Views 9","Horror, Mature, Mystery, School Life, Shoujo Ai, Supernatural, Thriller",Ryouko,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/uss143562136516532156-e1611411244311.jpg?w=225&q=50,2020
College Student and OL,"Joshidaisei to OL-san, 女子大生とOLさん",Manga,"Enggak tau sinopsisnya apa

 Post Views 9","One-Shot, Romance, Shoujo Ai",Inui Ayu,-,7.2,https://komikcast.cz/wp-content/uploads/2021/01/1-3e046af4fcc5c4aa5e998ec604e66742e6bc5a4af0ab9740440253e8121963ef-e1611725624862.png?w=225&q=50,2020
Joshikousei no Mudazukai,女子高生の無駄づかい,Manga,"Suatu hari karena bosan Tanaka memutuskan untuk memberi nama panggilan kepada temanteman sekelasnya berdasarkan kebiasaan mereka Temannya Sakuchi menjadi Ota karena minatnya yang kutu buku dan teman lainnya Saginomiya menjadi Robo karena kepribadiannya yang tanpa ekspresi Sebagai balasan temantemannya memutuskan untuk memberi nama Tanaka Baka Ini adalah harihari konyol tiga teman sekolah menengah yang mengklaim atau tidak tinggi masa muda mereka

 Post Views 9","Comedy, School Life, Seinen, Slice of Life",Bino,-,7.7,https://komikcast.cz/wp-content/uploads/2019/04/28556v5t2jkasadgkf-e1566743072350.jpg?w=225&q=50,2018
Reiwa Hanamaru Gakuen,"JK Danshi, JK男子, Reiwa Hanamaru Academy, Thigh High",Manga,"Akademi Hanamaru sama seperti sekolah perempuan lainnya tetapi memiliki satu perbedaan besar wanita cantik dan ceria yang membentuk siswanya semuanya adalah pria tampan Dari seragam lucu hingga hiburan mereka anakanak lelaki ini menjalani harihari masa muda mereka sepenuhnya Surga tersembunyi JK Danshi menanti







 Post Views 7","Comedy, Gender Bender, School Life, Seinen",Kotobuki,-,7.4,https://komikcast.cz/wp-content/uploads/2021/01/37562v3-e1611017039624.jpg?w=225&q=50,2019
Red Envelope Fairy Group,-,Manhua,"Protagonis pria yang tidak beruntung secara tidak sengaja bergabung dengan grup obrolan peri dan kehidupan siswa yang luar biasa dimulai

 Post Views 7","Action, Fantasy, Harem, Martial Arts, Romance, School Life",Eluru,-,7.0,https://komikcast.cz/wp-content/uploads/2020/12/REF0424-e1607412554300.jpg?w=225&q=50,2020
Unmei wo shinjinai kare ga iuniwa,"Unmei o Shinjinai Kare ga Iuni wa, What He Who Doesn't Believe in Fate Says, 不相信命运的他如是说, 運命を信じない彼が言うには",Manga,"Fuji yang bisa melihat benang merah nasib dalam cinta tak berbalas dengan teman sekelasnya di universitas Yuka Namun Fuji menyembunyikan perasaan itu di hatinya Ini karena dia tahu benang merah nasib mereka tidak terhubung
Apakah Anda percaya pada takdir Ini adalah kisah cinta yang akan membuat hatimu kyun menggambarkan cinta orang dewasa yang dipermainkan oleh takdir

 Post Views 5","Comedy, Drama, Romance, Shoujo",Omuza Rice,-,7.9,https://komikcast.cz/wp-content/uploads/2020/07/dsa232sasd.jpg?w=225&q=50,"Jul 12, 2020"
One-Armed Amy,"Kataude no Amy, 片腕のエイミー",Manga,"Amy adalah gadis biasa yang tinggal bersama ayah tercintanya Namun dia bukanlah manusia melainkan boneka yang terbuat dari kain dan kapas Mengapa dia diciptakan dan bagaimana masa depannya

 Post Views 7","Drama, One-Shot, Shounen, Slice of Life, Supernatural, Tragedy",Akagi Shun,-,8.0,https://komikcast.cz/wp-content/uploads/2021/01/oa1234612531236712734-e1611663038373.jpg?w=225&q=50,2020
Ichi Ichi Urusai Osananajimi,"My Nosy Childhood Friend, いちいちうるさい幼馴染",Manga,"Teman masa kecilku yang rewel

 Post Views 6","One-Shot, Romance",Hashimoto Kurara,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/ii316525367123412312-e1611647478859.jpg?w=225&q=50,2020
31 Heroes,サーティーワンヒーローズ,Manga,"Rokurou kelas kecoak secara kiasan dikunjungi pada malam hari oleh seorang gadis alien yang memberikan kekuatan magis kepadanya Akhirnya dia dapat naik dari statusnya yang bukan siapasiapa menjadi pahlawan super unik kota ini  ya kan







 Post Views 7","Action, Comedy, School Life, Shounen, Super Power",Hirakata Masahiro,-,7.5,https://komikcast.cz/wp-content/uploads/2021/01/10913-e1611642644572.jpg?w=225&q=50,2015
25 Years Apart,25歳差百合,Manga,"Terpaut 25 tahun

 Post Views 9","Romance, Yuri",Mikawa Miso,-,7.0,https://komikcast.cz/wp-content/uploads/2021/01/ya654123123761274123-e1611620048506.png?w=225&q=50,2018
